chembl_id,pref_name,molecule_type,max_phase,therapeutic_flag,canonical_smiles,standard_inchi_key,full_mwt,alogp,hba,hbd,num_ro5_violations,synonyms,atc_codes
CHEMBL57,NEVIRAPINE,Small molecule,4.0,True,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,266.30,2.65,4.0,1.0,0.0,"BIRG 0587; BIRG-0587; BIRG0587; NSC-641530; Nevirapina; Nevirapine; Nevirapine anhydrous; Nevirapine teva; Nevirapine, anhydrous; Nevirapinum anhydrous; Viramune; Viramune xr",J05AG01
CHEMBL114,SAQUINAVIR,Small molecule,4.0,True,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-UGJKXSETSA-N,670.86,3.09,7.0,5.0,1.0,Fortovase; RO 31-8959/000; RO-31-8959/000; SCH-52852; Saquinavir; Saquinavirum,J05AE01
CHEMBL584,NELFINAVIR,Small molecule,4.0,True,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,QAGYKUNXZHXKMR-HKWSIXNMSA-N,567.80,4.75,6.0,4.0,1.0,NSC-747167; Nelfinavir,J05AE04
CHEMBL116,AMPRENAVIR,Small molecule,4.0,True,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,YMARZQAQMVYCKC-OEMFJLHTSA-N,505.64,2.40,7.0,3.0,1.0,141 W94; 141W94; Agenerase; Amprenavir; J05AE05; KVX-478; VX-478,J05AE05
CHEMBL593,DELAVIRDINE,Small molecule,4.0,True,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,WHBIGIKBNXZKFE-UHFFFAOYSA-N,456.57,2.72,6.0,3.0,0.0,Delavirdina; Delavirdine; U-90152,J05AG02
CHEMBL129,ZIDOVUDINE,Small molecule,4.0,True,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,HBOMLICNUCNMMY-XLPZGREQSA-N,267.24,-0.20,6.0,2.0,0.0,3'-azt; AZT; Azidothymidine; BW A509U; BW-A-509U; BW-A509U; Bwa509u; COMPOUND S; COMPOUND-S; NSC-602670; Retrovir; Zidovudina; Zidovudine; Zidovudine component of combivir; Zidovudine component of lamivudine/ teva; Zidovudine component of trizivir; Zidovudinum,J05AF01
CHEMBL666,FOSCARNET,Small molecule,4.0,True,O=C(O)P(=O)(O)O,ZJAOAACCNHFJAH-UHFFFAOYSA-N,126.00,-0.16,2.0,3.0,0.0,Dihydroxyphosphinecarboxylic acid oxide; Foscarnet; J05AD01,J05AD01
CHEMBL141,LAMIVUDINE,Small molecule,4.0,True,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N,229.26,-0.59,7.0,2.0,0.0,"3TC; BCH 189, (-)-; Epivir; Epivir-hbv; GR 109714X; GR-109714X; GR109714X; Lamivudina; Lamivudine; Lamivudine component of /zidovudine teva; Lamivudine component of cimduo; Lamivudine component of combivir; Lamivudine component of delstrigo; Lamivudine component of dovato; Lamivudine component of dutrebis; Lamivudine component of epzicom; Lamivudine component of kivexa; Lamivudine component of symfi; Lamivudine component of temixys; Lamivudine component of triumeq; Lamivudine component of trizivir; Lamivudine teva; Lamivudine teva pharma b.v.; Lamivudinum; NSC-760061; Virolam; Zeffix",J05AF05
CHEMBL29609,PLECONARIL,Small molecule,2.0,False,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,KQOXLKOJHVFTRN-UHFFFAOYSA-N,381.35,4.68,6.0,0.0,0.0,Pleconaril; Pleconarilo; VP 63843; VP-63843; VP63843; WIN 63843; WIN-63843; WIN63843,J05AX06
CHEMBL31634,BRIVUDINE,Small molecule,2.0,False,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,ODZBBRURCPAEIQ-PIXDULNESA-N,333.14,-0.46,6.0,3.0,0.0,Brivudin; Brivudina; Brivudine; Bromovinyldeoxyuridine; Bvdu; NSC-633770; RP-101; RP101; Zostex,J05AB15
CHEMBL788,IDOXURIDINE,Small molecule,4.0,True,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,XQFRJNBWHJMXHO-RRKCRQDMSA-N,354.10,-1.22,6.0,3.0,0.0,5-IUDR; 5IUDR; ALLERGAN-211; ALLERGAN211; Dendrid; Herplex; Idox; Idoxuridina; Idoxuridine; Idoxuridinum; Joddeoxiuridin; Kerecid; NSC-39661; Ophthalmadine; SK&F 14287; SK&F-14287; Stoxil,D06BB01; J05AB02; S01AD01
CHEMBL853,ZALCITABINE,Small molecule,4.0,True,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,WREGKURFCTUGRC-POYBYMJQSA-N,211.22,-0.50,6.0,2.0,0.0,"Ddc (ddc); Dideoxycytidine; Hivid; NSC-606170; RO 24-2027/000; RO-24-2027/000; RO-24-2027000; RO-242027000; Ro-24-2027-000; Zalcitabina; Zalcitabine; Zalcitabine (dideoxycytidine,ddc)",J05AF03
CHEMBL47298,TILORONE,Small molecule,2.0,False,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,MPMFCABZENCRHV-UHFFFAOYSA-N,410.56,4.34,5.0,0.0,0.0,Amixin ic; Tilorona; Tilorone,J05AX19
CHEMBL880,FAMCICLOVIR,Small molecule,4.0,True,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,GGXKWVWZWMLJEH-UHFFFAOYSA-N,321.34,0.54,9.0,1.0,0.0,BRL-42810; Famciclovir; Famvir; NSC-758921,J05AB09; S01AD07
CHEMBL885,EMTRICITABINE,Small molecule,4.0,True,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,XQSPYNMVSIKCOC-NTSWFWBYSA-N,247.25,-0.46,7.0,2.0,0.0,"(-)-FTC; (-)-emtricitabine; 524-W-91; 524W91; BW-524W91; Coviracil; Emtricitabina; Emtricitabine; Emtricitabine component of atripla; Emtricitabine component of biktarvy; Emtricitabine component of complera; Emtricitabine component of descovy; Emtricitabine component of eviplera; Emtricitabine component of genvoya; Emtricitabine component of odefsey; Emtricitabine component of stribild; Emtricitabine component of symtuza; Emtricitabine component of truvada; Emtricitabine, (-)-; Emtricitabinum; Emtriva; FTC-(-)",J05AF09
CHEMBL50300,FOSFONET,Small molecule,2.0,False,O=C(O)CP(=O)(O)O,XUYJLQHKOGNDPB-UHFFFAOYSA-N,140.03,-0.75,2.0,3.0,0.0,Fosfonet; NSC-18205,J05AD02
CHEMBL922,ADEFOVIR DIPIVOXIL,Small molecule,4.0,True,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG-UHFFFAOYSA-N,501.48,2.70,13.0,1.0,2.0,Adefovir di(pivaloyloxymethyl) ester; Adefovir dipivoxil; Adefovir pivoxil; GS-0840; Hepsera,J05AF08
CHEMBL163,RITONAVIR,Small molecule,4.0,True,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-XGKFQTDJSA-N,720.96,5.91,9.0,4.0,2.0,A-84538; ABBOTT-84538; ABT-538; Empetus; NSC-693184; Norvir; Ritomune; Ritonavir; Ritonavir component of kaletra; Ritonavir component of paxlovid; Ritonavir component of technivie; Ritonavir component of viekirax; Ritonavir component of xiannuoxin; Ritonavir mylan; Ritonavir related compounds mixture; Ritonavirum; Ritovir; Viekirax; Viriton,J05AE03
CHEMBL959,RIMANTADINE,Small molecule,4.0,True,CC(N)C12CC3CC(CC(C3)C1)C2,UBCHPRBFMUDMNC-UHFFFAOYSA-N,179.31,2.55,1.0,1.0,0.0,Rimantadina; Rimantadine,J05AC02
CHEMBL991,STAVUDINE,Small molecule,4.0,True,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-JGVFFNPUSA-N,224.22,-0.71,5.0,2.0,0.0,BMY-27857; D-4T; D4T; Estavudina; NSC-163661; NSC-759897; Sanilvudine; Stavudine; Stavudine (d4t); Stavudine (dt4); Stavudinum; Zerit; Zerit xr,J05AF04
CHEMBL308954,ETRAVIRINE,Small molecule,4.0,True,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,PYGWGZALEOIKDF-UHFFFAOYSA-N,435.29,4.72,7.0,2.0,0.0,Etravirina; Etravirine; Intelence; R-165335; R165335; TMC 125; TMC-125; TMC125,J05AG04
CHEMBL1090,VIDARABINE,Small molecule,4.0,True,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,OIRDTQYFTABQOQ-UHTZMRCNSA-N,267.25,-1.98,9.0,4.0,0.0,"ARA-A; Arabinosyladenine; Arasena-a; CI 673; CI-673; NSC-247519; NSC-404241; NSC-757383; Vidarabina; Vidarabine; Vidarabine anhydrous; Vidarabine monohydrate; Vidarabine, anhydrous; Vira-a",J05AB03; S01AD06
CHEMBL1163,ATAZANAVIR,Small molecule,4.0,True,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,704.87,4.21,9.0,5.0,1.0,Atazanavir; BMS-232632; CGP-73547; Reyataz,J05AE08
CHEMBL1229,OSELTAMIVIR,Small molecule,4.0,True,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,VSZGPKBBMSAYNT-RRFJBIMHSA-N,312.41,1.29,5.0,2.0,0.0,GS 4104; GS-4071 ETHYL ESTER; GS-4104; GS4104; Oseltamivir; RO 640796; RO-64-0796; RO-640796; RO64-0796,J05AH02
CHEMBL139367,PERAMIVIR ANHYDROUS,Small molecule,4.0,True,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,XRQDFNLINLXZLB-CKIKVBCHSA-N,328.41,-0.14,4.0,6.0,1.0,Peramivir anhydrous; RWJ-270201; RWJ-270201-162 ANHYDROUS,J05AH03
CHEMBL1323,DARUNAVIR,Small molecule,4.0,True,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,547.67,2.38,8.0,3.0,1.0,(-)-darunavir; Darunavir; Darunavir component of prezcobix; Darunavir component of symtuza; Darunavir krka; Darunavir krka d.d.; Darunavir viatris (previously darunavir mylan); Prezista; TMC 114; TMC-114; TMC-41629; TMC114; UIC-94017; UIC-940T,J05AE10
CHEMBL175691,RILPIVIRINE,Small molecule,4.0,True,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,YIBOMRUWOWDFLG-ONEGZZNKSA-N,366.43,4.99,6.0,2.0,0.0,Edurant; R 278474; R-278474; R278474; Rekambys; Rilpivirina; Rilpivirine; Rilpivirine component of cabenuva; TMC-278; TMC278,J05AG05
CHEMBL1349,VALACYCLOVIR,Small molecule,4.0,True,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,HDOVUKNUBWVHOX-QMMMGPOBSA-N,324.34,-0.80,9.0,3.0,0.0,Valaciclovir; Valacv; Valacyclovir,J05AB11
CHEMBL1380,ABACAVIR,Small molecule,4.0,True,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,MCGSCOLBFJQGHM-SCZZXKLOSA-N,286.34,1.09,7.0,3.0,0.0,Abacavir; Avacavir; Epzicom; NSC-742406; Ziagen,J05AF06
CHEMBL204656,ELVITEGRAVIR,Small molecule,4.0,True,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,JUZYLCPPVHEVSV-LJQANCHMSA-N,447.89,4.28,5.0,2.0,0.0,Elvitegravir; Elvitegravir component of genvoya; Elvitegravir component of stribild; Elvitegravir component of vitekta; GS-9137; JTK-303; Vitekta,J05AJ02
CHEMBL203321,BRINCIDOFOVIR,Small molecule,4.0,True,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,WXJFKKQWPMNTIM-VWLOTQADSA-N,561.70,5.25,9.0,3.0,2.0,Brincidofovir; CMX 001; CMX-001; CMX001; Hdp-cidofovir; Hexadecyloxypropyl cidofovir; Hexadecyloxypropyl-cidofovir; Tembexa,J05AB17
CHEMBL218394,BOCEPREVIR,Small molecule,4.0,True,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,LHHCSNFAOIFYRV-DOVBMPENSA-N,519.69,1.71,5.0,4.0,1.0,Boceprevir; EBP 520; EBP-520; SCH 503034; SCH-503034; Sch 50304; Victrelis,J05AP03
CHEMBL182,GANCICLOVIR,Small molecule,4.0,True,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,IRSCQMHQWWYFCW-UHFFFAOYSA-N,255.23,-1.97,8.0,4.0,0.0,BW 759U; BW-759U; Cymevene; Cytovene; Ganciclovir; Gancyclovir; Ganzyk-rtu; NSC-759656; RS-21592; Valganciclovir hydrochloride impurity a; Virgan; Vitrasert; Vitrasert implant; Zirgan,J05AB06; S01AD09
CHEMBL184,ACYCLOVIR,Small molecule,4.0,True,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,MKUXAQIIEYXACX-UHFFFAOYSA-N,225.21,-1.33,7.0,3.0,0.0,Aciclovir; Aciclovirum; Acycloguanosine; Acyclovir; Acyclovir component of xerese; Avaclyr; Avert; Clearsore; Cymex ultra; Duvimex; Gerpevir; Herpetad; Lipsore; Lypsyl; NSC-645011; NSC-758477; Novirus; Ranovir; Sitavig; Soothelip; Soraway; Viralief; Virasorb; Virovir 200; Virovir 400; Virovir 800; Zovirax,D06BB03; D06BB53; J05AB01; S01AD03
CHEMBL374731,TELBIVUDINE,Small molecule,4.0,True,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,IQFYYKKMVGJFEH-CSMHCCOUSA-N,242.23,-1.51,6.0,3.0,0.0,2'-deoxy-l-thymidine; LDT-600; LDT600; NV-02B; Sebivo; Telbivudina; Telbivudine; Tyzeka,J05AF11
CHEMBL222559,TIPRANAVIR,Small molecule,4.0,True,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,SUJUHGSWHZTSEU-FYBSXPHGSA-N,602.68,7.33,6.0,2.0,2.0,Aptivus; Tipranavir; U-140690,J05AE09
CHEMBL221722,FAVIPIRAVIR,Small molecule,4.0,False,NC(=O)c1nc(F)cnc1O,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,157.10,-0.58,4.0,2.0,0.0,Avigan; Favipiravir; T-705,J05AX27
CHEMBL222813,ZANAMIVIR,Small molecule,4.0,True,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,ARAIBEBZBOPLMB-UFGQHTETSA-N,332.31,-3.58,7.0,8.0,1.0,GG-167; GG167; GR 121167X; GR-121167; GR-121167X; Relenza; Zanamivir,J05AH01
CHEMBL223228,EFAVIRENZ,Small molecule,4.0,True,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,315.68,4.07,2.0,1.0,0.0,(-)-efavirenz; DMP-266; Efavirenz; Efavirenz component of atripla; Efavirenz component of symfi; Efavirenz component of telura; Efavirenz teva; Efavirenzum; L-743726; NSC-742403; Stocrin; Sustiva; Sustiva 600; Viraday,J05AG03
CHEMBL1460,DIDANOSINE,Small molecule,4.0,True,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,BXZVVICBKDXVGW-NKWVEPMBSA-N,236.23,-0.21,6.0,2.0,0.0,(-)-didanosine; BMY-40900; Ddi; Didanosina; Didanosine; Didanosine system suitability mixture; Didanosinum; Dideoxyinosine (ddi); NSC-612049; Videx; Videx ec,J05AF02
CHEMBL231813,TELAPREVIR,Small molecule,4.0,True,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,BBAWEDCPNXPBQM-GDEBMMAJSA-N,679.86,2.45,8.0,4.0,1.0,Incivek; Incivo; LY 570310; LY-570310; MP 424; MP-424; Telaprevir; VRT 111950; VRT-111950; VX 950; VX-950,J05AP02
CHEMBL254316,RALTEGRAVIR,Small molecule,4.0,True,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CZFFBEXEKNGXKS-UHFFFAOYSA-N,444.42,0.91,9.0,3.0,0.0,L-000900612; L000900612; Raltegravir,J05AJ01
CHEMBL1538,TENOFOVIR DISOPROXIL,Small molecule,4.0,True,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,JFVZFKDSXNQEJW-CQSZACIVSA-N,519.45,3.04,15.0,1.0,2.0,(r)-bis(poc)pmpa; Bis-poc-pmpa; GS-4331; Tenofovir bis(isopropyloxycarbonyloxymethyl) ester; Tenofovir disoproxil; Tenofovir disoproxil component of stribild; Viread,J05AF07
