chembl_id,pref_name,smiles,mw_rdkit,logp_rdkit,hba_rdkit,hbd_rdkit,rotatable_bonds,tpsa,passes_mw_filter,passes_lipinski
CHEMBL57,NEVIRAPINE,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.30400000000003,2.6512200000000004,4,1,1,58.120000000000005,True,True
CHEMBL114,SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.855,3.092400000000003,7,5,12,166.75,True,False
CHEMBL584,NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.7960000000003,4.747620000000004,6,4,9,101.9,True,False
CHEMBL116,AMPRENAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,505.63700000000034,2.4028,7,3,11,131.19,True,False
CHEMBL593,DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,456.5720000000002,2.7171000000000003,6,3,6,110.43,True,True
CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.245,-0.19628000000000012,6,2,3,133.07999999999998,True,True
CHEMBL666,FOSCARNET,O=C(O)P(=O)(O)O,126.00399999999998,-0.1579000000000001,2,3,1,94.83,True,True
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,229.261,-0.5941000000000001,7,2,2,90.36999999999999,True,True
CHEMBL29609,PLECONARIL,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,381.35400000000004,4.680260000000004,6,0,6,74.18,True,True
CHEMBL31634,BRIVUDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,333.13800000000003,-0.45710000000000006,6,3,3,104.55000000000001,True,True
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.1,-1.2181000000000002,6,3,2,104.55000000000001,True,True
CHEMBL853,ZALCITABINE,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,211.22099999999998,-0.5046000000000002,6,2,2,90.36999999999999,True,True
CHEMBL47298,TILORONE,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,410.5580000000003,4.339200000000004,5,0,12,42.01,True,True
CHEMBL880,FAMCICLOVIR,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,321.33700000000016,0.5409999999999998,9,1,7,122.22,True,True
CHEMBL885,EMTRICITABINE,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,247.25099999999998,-0.4550000000000003,7,2,2,90.37,True,True
CHEMBL50300,FOSFONET,O=C(O)CP(=O)(O)O,140.031,-0.7513000000000001,2,3,2,94.83,True,True
CHEMBL922,ADEFOVIR DIPIVOXIL,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,501.47700000000026,2.7025000000000006,13,1,11,166.97999999999996,True,False
CHEMBL163,RITONAVIR,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,720.9620000000001,5.905200000000005,9,4,17,145.77999999999997,True,False
CHEMBL959,RIMANTADINE,CC(N)C12CC3CC(CC(C3)C1)C2,179.30699999999996,2.5500000000000007,1,1,1,26.02,True,True
CHEMBL991,STAVUDINE,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,224.21599999999998,-0.7090799999999999,5,2,2,84.32,True,True
CHEMBL308954,ETRAVIRINE,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,435.2850000000001,4.717400000000002,7,2,4,120.63999999999999,True,True
CHEMBL1090,VIDARABINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,267.245,-1.9800000000000006,9,4,2,139.54000000000002,True,True
CHEMBL1163,ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.869,4.2116000000000025,9,5,14,171.21999999999997,True,False
CHEMBL1229,OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,312.41,1.2853999999999997,5,2,7,90.64999999999999,True,True
CHEMBL139367,PERAMIVIR ANHYDROUS,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,328.413,-0.1394299999999976,4,6,7,148.53000000000003,True,False
CHEMBL1323,DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,547.6740000000003,2.3753,8,3,11,140.42000000000002,True,False
CHEMBL175691,RILPIVIRINE,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,366.4280000000001,4.989100000000003,6,2,5,97.42,True,True
CHEMBL1349,VALACYCLOVIR,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,324.341,-0.7975999999999985,9,3,7,151.14000000000001,True,True
CHEMBL1380,ABACAVIR,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,286.33900000000006,1.0922999999999998,7,3,4,101.88,True,True
CHEMBL204656,ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,447.8900000000002,4.281000000000002,5,2,7,88.76,True,True
CHEMBL203321,BRINCIDOFOVIR,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,561.7010000000001,5.250500000000005,9,3,26,146.13,True,False
CHEMBL218394,BOCEPREVIR,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,519.6870000000004,1.7112000000000023,5,4,8,150.70000000000002,True,False
CHEMBL182,GANCICLOVIR,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,255.23399999999998,-1.970899999999999,8,4,5,139.28,True,True
CHEMBL184,ACYCLOVIR,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,225.20799999999997,-1.3318000000000003,7,3,4,119.04999999999998,True,True
CHEMBL374731,TELBIVUDINE,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,242.23099999999997,-1.5142799999999992,6,3,2,104.54999999999998,True,True
CHEMBL222559,TIPRANAVIR,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,602.6750000000001,7.325500000000007,6,2,11,105.59000000000002,True,False
CHEMBL221722,FAVIPIRAVIR,NC(=O)c1nc(F)cnc1O,157.10399999999998,-0.5798000000000002,4,2,1,89.10000000000001,True,True
CHEMBL222813,ZANAMIVIR,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,332.313,-3.5758299999999963,7,8,6,198.22,True,False
CHEMBL223228,EFAVIRENZ,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,315.67799999999994,4.073100000000001,2,1,0,38.33,True,True
CHEMBL1460,DIDANOSINE,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,236.23099999999997,-0.21050000000000008,6,2,2,93.03,True,True
CHEMBL231813,TELAPREVIR,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,679.8629999999999,2.4459000000000035,8,4,13,179.56,True,False
CHEMBL254316,RALTEGRAVIR,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,444.4230000000002,0.9115199999999997,9,3,6,152.24,True,True
CHEMBL1538,TENOFOVIR DISOPROXIL,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,519.4480000000002,3.0356000000000014,15,1,13,185.43999999999997,True,False
CHEMBL1540,PENCICLOVIR,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,253.26199999999994,-0.895,8,4,5,130.31,True,True
CHEMBL256907,MARAVIROC,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,513.6770000000002,5.950920000000006,5,1,8,63.050000000000004,True,False
CHEMBL501849,SIMEPREVIR,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,749.956,5.254120000000005,10,2,8,156.89,True,False
CHEMBL466246,LANINAMIVIR,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,346.34000000000015,-2.921729999999996,7,7,7,187.21999999999997,True,False
CHEMBL1643,RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,244.20700000000002,-3.0114999999999994,8,4,3,143.72000000000003,True,True
CHEMBL458875,CLEVUDINE,Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,260.221,-1.5662799999999997,6,3,2,104.54999999999998,True,True
CHEMBL1664,FOSAMPRENAVIR,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,585.6160000000002,2.5198,8,4,13,177.72,True,False
CHEMBL525076,ENFUVIRTIDE,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,4491.944999999988,-15.378400000000333,60,63,151,1902.889999999998,False,False
CHEMBL515408,MARIBAVIR,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,376.24000000000007,1.7748999999999993,7,4,4,99.77000000000001,True,True
CHEMBL1201314,VALGANCICLOVIR,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,354.3670000000001,-1.4366999999999974,10,4,8,171.37,True,True
CHEMBL1214598,UMIFENOVIR,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,477.4240000000002,5.177000000000005,6,1,7,54.7,True,False
CHEMBL1229211,DOLUTEGRAVIR,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,419.3840000000002,1.3528,6,2,3,100.86999999999999,True,True
CHEMBL1241348,FALDAPREVIR,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,869.8359999999997,6.301200000000006,11,4,13,198.37999999999997,True,False
CHEMBL1241951,LETERMOVIR,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,572.559,5.707400000000006,7,1,6,77.84,True,False
CHEMBL1255891,NARLAPREVIR,CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,707.9790000000002,3.622200000000004,7,4,13,170.85,True,False
CHEMBL1257073,TECOVIRIMAT,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,376.334,2.4033000000000007,3,1,2,66.48,True,True
CHEMBL1259059,SOFOSBUVIR,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,529.4580000000002,1.6565000000000003,10,3,10,158.17999999999995,True,False
CHEMBL1490434,MOROXYDINE,N=C(N)NC(=N)N1CCOCC1,171.20399999999998,-1.2635599999999996,3,4,0,98.22,True,True
CHEMBL1512080,METHISAZONE,CN1C(=O)/C(=N\NC(N)=S)c2ccccc21,234.28400000000002,0.2003000000000002,3,2,1,70.72,True,True
CHEMBL1716983,ENISAMIUM IODIDE,C[n+]1ccc(C(=O)NCc2ccccc2)cc1.[I-],354.19100000000003,-1.5548999999999982,1,1,3,32.98,True,True
CHEMBL2023898,DACLATASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,738.8900000000001,6.222000000000006,8,4,11,174.63999999999996,True,False
CHEMBL2105735,ASUNAPREVIR,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,748.299,3.8538000000000023,10,3,11,182.33,True,False
CHEMBL2107825,TENOFOVIR ALAFENAMIDE,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,476.47400000000016,2.9729,10,2,11,143.48,True,True
CHEMBL2364608,DORAVIRINE,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,425.7540000000001,2.654580000000001,7,1,4,105.69999999999999,True,True
CHEMBL2403238,CABOTEGRAVIR,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,405.35700000000014,0.9626999999999997,6,2,3,100.86999999999999,True,True
CHEMBL3039514,ELBASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,882.0349999999996,8.116000000000009,10,4,11,188.79999999999998,True,False
CHEMBL3039533,GRAZOPREVIR,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.O,784.9330000000002,2.4772000000000016,11,3,7,226.72,True,False
CHEMBL3121849,RAVIDASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3cc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc3c2)c[nH]1)C(C)C,762.912,6.861400000000007,8,4,10,174.63999999999996,True,False
CHEMBL3137312,DASABUVIR,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,493.58500000000026,4.023600000000002,6,2,5,110.25999999999999,True,True
CHEMBL3301594,FOSTEMSAVIR,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,583.4980000000005,1.1681199999999994,11,2,8,182.20999999999998,True,False
CHEMBL3833327,INOSINE PRANOBEX,CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.CC(O)CN(C)C.CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1115.2489999999998,1.5471000000000057,20,13,14,403.1,False,False
CHEMBL3989506,TROMANTADINE,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2,280.41200000000003,1.6495999999999993,3,1,6,41.57,True,True
CHEMBL4065616,REMDESIVIR,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,602.5850000000002,2.3121799999999997,13,4,13,203.54999999999995,True,False
CHEMBL4297257,ALBUVIRTIDE,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)CCN1C(=O)C=CC1=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(C)=O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O,4666.997999999987,-19.00253000000035,65,65,165,2073.1199999999985,False,False
CHEMBL4297503,BALOXAVIR MARBOXIL,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,571.5580000000001,3.391200000000002,10,0,4,99.53999999999999,True,False
CHEMBL4297592,AMENAMEVIR,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,482.5620000000003,3.1499400000000017,7,1,6,122.47,True,True
CHEMBL4301163,ELSULFAVIRINE,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,629.291,5.955080000000003,6,2,8,125.36000000000001,True,False
CHEMBL4594438,LENACAPAVIR,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,968.296,7.662800000000007,10,2,11,157.94,False,False
CHEMBL4650320,MOLNUPIRAVIR,CC(C)C(=O)OC[C@H]1O[C@@H](n2cc/c(=N\O)[nH]c2=O)[C@H](O)[C@@H]1O,329.309,-1.7152999999999974,9,4,4,146.37,True,True
CHEMBL5183847,ENSITRELVIR,Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,531.8860000000001,1.7529999999999997,10,1,5,120.67999999999999,True,False
CHEMBL5314362,ENTECAVIR,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21.O,295.29900000000004,-1.6524999999999994,7,4,2,161.54999999999998,True,True
CHEMBL5314375,CIDOFOVIR,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O,315.21900000000005,-3.311199999999999,7,4,6,210.89999999999998,True,True
CHEMBL5483011,INDINAVIR,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,631.8180000000003,2.0422000000000016,7,4,11,149.53000000000003,True,False
CHEMBL6068007,COBLOPASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)c4c3OCO4)cc2)[nH]1)C(C)C,782.899,5.950700000000005,10,4,11,193.09999999999994,True,False
